id,incident_date,district,bias_code,bias_code_2,bias,status,#_of_victims,victim_type,#_of_suspects,#_suspects_<_18_of_age,#_suspects_18-35_of_age,#_suspects_36-45_of_age,#_suspects_46-55_of_age,#_suspects_>_55_of_age,suspect_known/unknown,year,month,year_month
210013389,2021-04-10,3,Anti-Black,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),2,NA,NA,NA,NA,NA,Unknown,2021,4,2021-04-01
210013204,2021-04-09,2,Anti-Black,NA,Vandalism,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2021,4,2021-04-01
210009506,2021-04-08,2,Anti-Black,Anti-Jewish,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2021,4,2021-04-01
210012796,2021-04-06,5,Anti-Jewish,NA,Written Intimidation/Simple Assault,N/A,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2021,4,2021-04-01
210012682,2021-04-05,1,Anti-Asian,NA,Vandalism,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2021,4,2021-04-01
210012676,2021-04-05,6,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Arrest,1,Individual(s),3,2,1,NA,NA,NA,Known,2021,4,2021-04-01
210012351,2021-04-02,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,1,NA,Known,2021,4,2021-04-01
210012100,2021-03-31,3,Anti-Asian,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2021,3,2021-03-01
210011781,2021-03-29,4,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,1,NA,NA,Known,2021,3,2021-03-01
210011626,2021-03-28,2,Anti-Multi-Racial,Anti-Multi-Religious Group,Other,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2021,3,2021-03-01
210011282,2021-03-25,6,Anti-Male Homosexual,NA,Assault (simple),Open,1,Individual(s),1,NA,1,NA,NA,NA,Known,2021,3,2021-03-01
210010838,2021-03-22,6,Anti-Black,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2021,3,2021-03-01
210010631,2021-03-21,3,Anti-Black,NA,Vandalism,Open,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2021,3,2021-03-01
210010483,2021-03-20,3,Anti-Black,NA,Vandalism,Open,1,Individual(s),1,NA,1,NA,NA,NA,Known,2021,3,2021-03-01
210010292,2021-03-19,2,Anti-Asian,NA,Vandalism,Open,3,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2021,3,2021-03-01
210010222,2021-03-18,6,Anti-Asian,NA,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),1,NA,NA,NA,NA,1,Known,2021,3,2021-03-01
210009903,2021-03-16,6,Anti-Black,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2021,3,2021-03-01
210008930,2021-03-09,1,Anti-Arab,NA,Vandalism,Closed-Arrest,1,Individual(s),1,NA,NA,NA,NA,1,Known,2021,3,2021-03-01
210008727,2021-03-08,3,Anti-Jewish,NA,Written Intimidation/Simple Assault,Open,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2021,3,2021-03-01
210007743,2021-03-02,2,Anti-Jewish,NA,Written Intimidation/Simple Assault,Open,NA,Society,1,NA,NA,NA,1,NA,Known,2021,3,2021-03-01
210007292,2021-02-25,4,Anti-Black,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2021,2,2021-02-01
210006155,2021-02-17,1,Anti-Jewish,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,1,NA,NA,Known,2021,2,2021-02-01
210005985,2021-02-15,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,1,NA,NA,NA,Known,2021,2,2021-02-01
210005984,2021-02-15,1,Anti-Black,Anti-Homosexual,Other,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2021,2,2021-02-01
210005097,2021-02-08,1,Anti-Jewish,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2021,2,2021-02-01
210004662,2021-02-05,4,Anti-Black,NA,Other,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2021,2,2021-02-01
210004342,2021-02-03,1,Anti-Homosexual,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2021,2,2021-02-01
210003894,2021-01-30,6,Anti-Black,NA,Vandalism,Closed-Arrest,2,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2021,1,2021-01-01
210003890,2021-01-30,4,Anti-Black,NA,Assault (simple),Open,1,Individual(s),2,NA,NA,NA,NA,NA,Unknown,2021,1,2021-01-01
210003964,2021-01-29,5,Anti-Homosexual,NA,Other,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2021,1,2021-01-01
210002778,2021-01-22,1,Anti-Jewish,NA,Other,Closed-Arrest,NA,Religious Organization,1,NA,NA,NA,1,NA,Known,2021,1,2021-01-01
210001455,2021-01-12,1,Anti-Black,NA,Written Intimidation/Simple Assault,N/A,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2021,1,2021-01-01
210001148,2021-01-09,1,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2021,1,2021-01-01
210000899,2021-01-08,1,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Open,NA,Religious Organization,1,NA,NA,1,NA,NA,Known,2021,1,2021-01-01
210000904,2021-01-08,3,Anti-Black,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2021,1,2021-01-01
210000722,2021-01-06,2,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Exception,NA,Other,NA,NA,NA,NA,NA,NA,Unknown,2021,1,2021-01-01
200050312,2020-12-22,5,Anti-Black,NA,Written Intimidation/Simple Assault,N/A,1,Individual(s),1,1,NA,NA,NA,NA,Known,2020,12,2020-12-01
200049849,2020-12-18,2,Anti-Black,NA,Vandalism,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2020,12,2020-12-01
200048870,2020-12-11,6,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2020,12,2020-12-01
200048557,2020-12-09,5,Anti-Jewish,NA,Vandalism,UNF,NA,Government,NA,NA,NA,NA,NA,NA,Unknown,2020,12,2020-12-01
200047241,2020-11-30,6,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,Business/Financial Institution,1,NA,NA,NA,NA,NA,Unknown,2020,11,2020-11-01
200046789,2020-11-27,1,Anti-Jewish,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2020,11,2020-11-01
200046805,2020-11-27,1,Anti-Transgender,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Unknown,2020,11,2020-11-01
200046728,2020-11-26,6,Anti-Black,NA,Vandalism,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2020,11,2020-11-01
200046530,2020-11-25,3,Anti-Arab,NA,Verbal Intimidation/Simple Assault,Open,2,Individual(s),3,NA,NA,NA,NA,NA,Unknown,2020,11,2020-11-01
200045948,2020-11-20,6,Anti-Homosexual,NA,Assault (simple),Closed-Admin,1,Individual(s),2,NA,NA,NA,NA,NA,Unknown,2020,11,2020-11-01
200045934,2020-11-20,1,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Open,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2020,11,2020-11-01
200045586,2020-11-18,2,Anti-Jewish,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2020,11,2020-11-01
200044976,2020-11-14,5,Anti-White,NA,Vandalism,Open,2,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2020,11,2020-11-01
200044534,2020-11-09,2,Anti-Jewish,Anti-Black,Vandalism,Open,NA,School/College,2,NA,NA,NA,NA,NA,Unknown,2020,11,2020-11-01
200043449,2020-11-03,2,Anti-Jewish,NA,Vandalism,N/A,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2020,11,2020-11-01
200042228,2020-10-26,3,Anti-Homosexual,NA,Written Intimidation/Simple Assault,N/A,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2020,10,2020-10-01
200040693,2020-10-16,4,Anti-Homosexual,NA,Physical Intimidation/Simple Assault,Inactive,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2020,10,2020-10-01
200040555,2020-10-14,2,Anti-Black,NA,Display of Noose,Closed-Arrest,NA,School/College,2,2,NA,NA,NA,NA,Known,2020,10,2020-10-01
200040560,2020-10-14,5,Anti-Black,Anti-Homosexual,Vandalism,Closed-Arrest,1,Individual(s),1,1,NA,NA,NA,NA,Known,2020,10,2020-10-01
200039661,2020-10-08,5,Anti-White,NA,Vandalism,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Known,2020,10,2020-10-01
200039089,2020-10-04,3,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,N/A,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2020,10,2020-10-01
200038765,2020-10-01,4,Anti-Black,NA,Written Intimidation/Simple Assault,N/A,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2020,10,2020-10-01
200036770,2020-09-19,2,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),1,NA,1,NA,NA,NA,Known,2020,9,2020-09-01
200035879,2020-09-13,6,Anti-Multi-Racial,Anti-Jewish,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2020,9,2020-09-01
200035694,2020-09-11,6,Anti-Multi-Racial,NA,Verbal Intimidation/Simple Assault,N/A,NA,Business/Financial Institution,1,NA,NA,NA,NA,1,Known,2020,9,2020-09-01
200035435,2020-09-09,4,Anti-Hispanic,NA,Assault (simple),Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2020,9,2020-09-01
200034491,2020-09-04,3,Anti-Jewish,NA,Other,N/A,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2020,9,2020-09-01
200034523,2020-09-03,5,Anti-Asian,NA,Vandalism,Closed-Arrest,1,Individual(s),1,NA,1,NA,NA,NA,Known,2020,9,2020-09-01
200037324,2020-09-01,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,N/A,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2020,9,2020-09-01
200034267,2020-09-01,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2020,9,2020-09-01
200033474,2020-08-27,3,Anti-White,Anti-Black,Written Intimidation/Simple Assault,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2020,8,2020-08-01
200033510,2020-08-27,1,Anti-Black,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2020,8,2020-08-01
200033465,2020-08-27,3,Anti-White,Anti-Black,Written Intimidation/Simple Assault,UNF,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2020,8,2020-08-01
200033347,2020-08-26,5,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Inactive,1,Individual(s),1,NA,1,NA,NA,NA,Known,2020,8,2020-08-01
200033310,2020-08-25,4,Anti-Homosexual,NA,Other,N/A,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2020,8,2020-08-01
200032905,2020-08-23,4,Anti-Black,Anti-Homosexual,Vandalism,Open,NA,School/College,2,NA,NA,NA,NA,NA,Unknown,2020,8,2020-08-01
200032800,2020-08-22,5,Anti-Hispanic,NA,Assault (simple),Open,2,Individual(s),1,NA,NA,NA,1,NA,Known,2020,8,2020-08-01
200032313,2020-08-18,5,Anti-Asian,NA,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2020,8,2020-08-01
200031359,2020-08-12,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),1,NA,NA,NA,NA,1,Known,2020,8,2020-08-01
200031285,2020-08-11,5,Anti-White,NA,Assault (simple),Inactive,1,Individual(s),4,NA,NA,NA,NA,NA,Unknown,2020,8,2020-08-01
200031255,2020-08-11,4,Anti-Black,NA,Written Intimidation/Simple Assault,N/A,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2020,8,2020-08-01
200031354,2020-08-11,5,Anti-Homosexual,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2020,8,2020-08-01
200030868,2020-08-08,2,Anti-Jewish,NA,Written Intimidation/Simple Assault,N/A,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2020,8,2020-08-01
200027568,2020-07-15,3,Anti-Black,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2020,7,2020-07-01
200027331,2020-07-14,4,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2020,7,2020-07-01
200026840,2020-07-10,6,Anti-Other Ethnicity,NA,Vandalism,Open,1,Individual(s),1,NA,NA,NA,NA,1,Known,2020,7,2020-07-01
200025560,2020-07-01,4,Anti-Black,NA,Other,N/A,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2020,7,2020-07-01
200025151,2020-06-28,4,Anti-Other Christian,Anti-Black,Verbal Intimidation/Simple Assault,Open,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2020,6,2020-06-01
200025065,2020-06-27,5,Anti-Hispanic,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,1,NA,NA,NA,Known,2020,6,2020-06-01
200024294,2020-06-21,6,Anti-White,NA,Vandalism,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2020,6,2020-06-01
200024002,2020-06-19,5,Anti-Multi-Racial,NA,Vandalism,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2020,6,2020-06-01
200023881,2020-06-18,6,Anti-Black,NA,Written Intimidation/Simple Assault,N/A,NA,Society,1,1,NA,NA,NA,NA,Known,2020,6,2020-06-01
200023743,2020-06-17,6,Anti-Multi-Racial,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2020,6,2020-06-01
200023370,2020-06-14,4,Anti-Black,NA,Vandalism,Closed-Admin,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2020,6,2020-06-01
200023283,2020-06-13,1,Anti-Asian,NA,Vandalism,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2020,6,2020-06-01
200023220,2020-06-13,2,Anti-Black,NA,Vandalism,Closed-Arrest,NA,School/College,3,2,1,NA,NA,NA,Known,2020,6,2020-06-01
200022595,2020-06-08,6,Anti-Black,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2020,6,2020-06-01
200022388,2020-06-07,5,Anti-Jewish,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2020,6,2020-06-01
200022158,2020-06-03,3,Anti-Black,NA,Written Intimidation/Simple Assault,N/A,1,Individual(s),1,1,NA,NA,NA,NA,Known,2020,6,2020-06-01
200021967,2020-06-03,6,Anti-White,NA,Assault (simple),Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2020,6,2020-06-01
200021971,2020-06-03,4,Anti-Black,Anti-Jewish,Vandalism,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2020,6,2020-06-01
200021910,2020-06-03,4,Anti-Black,NA,Vandalism,Open,NA,Business/Financial Institution,1,NA,NA,NA,NA,NA,Unknown,2020,6,2020-06-01
200021449,2020-05-30,2,Anti-Homosexual,NA,Assault (simple),Closed-Arrest,1,Individual(s),4,3,NA,NA,NA,NA,Known,2020,5,2020-05-01
200021753,2020-05-29,2,Anti-Asian,NA,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),1,NA,NA,NA,NA,1,Known,2020,5,2020-05-01
200019612,2020-05-14,4,Anti-Homosexual,NA,Written Intimidation/Simple Assault,Inactive,1,Individual(s),4,NA,NA,NA,NA,NA,Unknown,2020,5,2020-05-01
200021658,2020-05-11,2,Anti-Black,NA,Other,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2020,5,2020-05-01
200019091,2020-05-11,4,Anti-Black,NA,Vandalism,Closed-Arrest,1,Individual(s),1,NA,NA,NA,NA,1,Known,2020,5,2020-05-01
200017148,2020-04-24,4,Anti-Catholic,NA,Vandalism,Open,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2020,4,2020-04-01
200020889,2020-04-21,1,Anti-Jewish,NA,Written Intimidation/Simple Assault,Open,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2020,4,2020-04-01
200015942,2020-04-13,5,Anti-Jewish,Anti-Bisexual,Written Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Known,2020,4,2020-04-01
200015360,2020-04-08,4,Anti-Catholic,NA,Assault (physical),Closed-Arrest,NA,Religious Organization,2,NA,2,NA,NA,NA,Known,2020,4,2020-04-01
200014771,2020-04-02,6,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,1,NA,NA,Known,2020,4,2020-04-01
200014302,2020-03-28,5,Anti-Other Religion,NA,Vandalism,Inactive,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2020,3,2020-03-01
200013722,2020-03-20,2,Anti-Jewish,NA,Written Intimidation/Simple Assault,N/A,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2020,3,2020-03-01
200012538,2020-03-14,2,Anti-Hispanic,NA,Assault (simple),Closed-Admin,1,Individual(s),3,NA,NA,NA,NA,NA,Unknown,2020,3,2020-03-01
200012482,2020-03-13,4,Anti-Jewish,NA,Written Intimidation/Simple Assault,Closed-Arrest,2,Individual(s),1,NA,1,NA,NA,NA,Known,2020,3,2020-03-01
200012238,2020-03-12,4,Anti-Jewish,NA,Assault (simple),Closed-Arrest,1,Individual(s),1,NA,1,NA,NA,NA,Known,2020,3,2020-03-01
200012207,2020-03-12,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2020,3,2020-03-01
200011976,2020-03-11,4,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2020,3,2020-03-01
200012130,2020-03-11,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Exception,1,Individual(s),3,NA,NA,NA,NA,NA,Unknown,2020,3,2020-03-01
200011351,2020-03-07,2,Anti-Hispanic,NA,Assault (simple),Closed-Arrest,2,Individual(s),1,NA,1,NA,NA,NA,Known,2020,3,2020-03-01
200010306,2020-03-01,2,Anti-Black,NA,Vandalism,Open,NA,School/College,1,1,NA,NA,NA,NA,Known,2020,3,2020-03-01
200010779,2020-02-28,5,Anti-Black,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2020,2,2020-02-01
200009369,2020-02-25,2,Anti-Jewish,NA,Vandalism,N/A,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2020,2,2020-02-01
200008665,2020-02-20,2,Anti-Jewish,NA,Written Intimidation/Simple Assault,N/A,NA,School/College,1,1,NA,NA,NA,NA,Known,2020,2,2020-02-01
200008286,2020-02-18,6,Anti-Jewish,NA,Vandalism,N/A,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2020,2,2020-02-01
200007854,2020-02-16,4,Anti-Black,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2020,2,2020-02-01
200007490,2020-02-14,4,Anti-Asian,Anti-Black,Assault (simple),Closed-Admin,1,Individual(s),1,NA,NA,NA,NA,1,Known,2020,2,2020-02-01
200006894,2020-02-10,2,Anti-Jewish,NA,Vandalism,N/A,NA,School/College,1,1,NA,NA,NA,NA,Known,2020,2,2020-02-01
200006186,2020-02-06,2,Anti-Jewish,NA,Written Intimidation/Simple Assault,N/A,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2020,2,2020-02-01
200006187,2020-02-06,2,Anti-Jewish,NA,Vandalism,N/A,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2020,2,2020-02-01
200005935,2020-02-05,4,Anti-Transgender,NA,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),1,1,NA,NA,NA,NA,Unknown,2020,2,2020-02-01
200006007,2020-02-05,3,Anti-Black,NA,Written Intimidation/Simple Assault,N/A,1,Individual(s),1,NA,NA,NA,1,NA,Known,2020,2,2020-02-01
200005776,2020-02-04,4,Anti-Black,NA,Vandalism,N/A,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2020,2,2020-02-01
200003519,2020-01-22,5,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2020,1,2020-01-01
200003575,2020-01-22,2,Anti-Homosexual,Anti-Black,Written Intimidation/Simple Assault,Open,1,Individual(s),1,NA,1,NA,NA,NA,Known,2020,1,2020-01-01
200002368,2020-01-14,4,Anti-Islamic,NA,Written Intimidation/Simple Assault,N/A,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2020,1,2020-01-01
200001377,2020-01-08,2,Anti-Homosexual,NA,Verbal Intimidation/Simple Assault,N/A,NA,Society,2,NA,NA,NA,NA,NA,Unknown,2020,1,2020-01-01
200001627,2020-01-04,4,Anti-Jewish,Anti-Multi-Racial,Flyer Left Behind,N/A,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2020,1,2020-01-01
200000046,2020-01-01,3,Anti-White,NA,Verbal Intimidation/Simple Assault,Inactive,1,Individual(s),3,NA,NA,NA,NA,NA,Unknown,2020,1,2020-01-01
190061126,2019-12-19,4,Anti-Black,Anti-Hispanic,Assault (simple),Open,1,Individual(s),1,NA,NA,NA,1,NA,Known,2019,12,2019-12-01
190060496,2019-12-15,2,Anti-Transgender,NA,Assault (simple),Open,1,Individual(s),1,NA,NA,NA,NA,1,Known,2019,12,2019-12-01
190059278,2019-12-05,1,Anti-Jewish,NA,Vandalism,N/A,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2019,12,2019-12-01
190058606,2019-12-05,4,Anti-Jewish,NA,Vandalism,N/A,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2019,12,2019-12-01
190058610,2019-12-05,5,Anti-Black,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2019,12,2019-12-01
190057974,2019-12-02,4,Anti-Black,Anti-Jewish,Vandalism,N/A,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2019,12,2019-12-01
190057278,2019-11-22,2,Anti-Jewish,NA,Vandalism,N/A,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2019,11,2019-11-01
190056448,2019-11-21,2,Anti-Jewish,NA,Vandalism,N/A,1,Individual(s),1,1,NA,NA,NA,NA,Known,2019,11,2019-11-01
190054013,2019-11-08,6,Anti-Black,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2019,11,2019-11-01
190056339,2019-11-01,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2019,11,2019-11-01
190051237,2019-10-25,4,Anti-Multi-Racial,NA,Flyer Left Behind,N/A,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2019,10,2019-10-01
190049702,2019-10-16,3,Anti-Black,NA,Vandalism,Closed-Arrest,1,Individual(s),2,NA,1,1,NA,NA,Known,2019,10,2019-10-01
190049032,2019-10-11,5,Anti-Black,NA,Other,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2019,10,2019-10-01
190048433,2019-10-09,4,Anti-Black,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2019,10,2019-10-01
190046803,2019-09-29,2,Anti-Homosexual,NA,Vandalism,Open,2,Individual(s),2,2,NA,NA,NA,NA,Known,2019,9,2019-09-01
190045257,2019-09-21,2,Anti-Jewish,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2019,9,2019-09-01
190044912,2019-09-19,1,Anti-Jewish,NA,Written Intimidation/Simple Assault,N/A,NA,Society,1,NA,NA,NA,NA,NA,Unknown,2019,9,2019-09-01
190044661,2019-09-18,4,Anti-Black,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2019,9,2019-09-01
190043750,2019-09-12,2,Anti-Jewish,Anti-Homosexual,Vandalism,Inactive,2,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2019,9,2019-09-01
190043357,2019-09-10,4,Anti-Asian,NA,Assault (simple),Open,1,Individual(s),1,NA,NA,1,NA,NA,Known,2019,9,2019-09-01
190042835,2019-09-07,2,Anti-Black,NA,Assault (simple),Open,1,Individual(s),2,NA,NA,1,NA,1,Known,2019,9,2019-09-01
190049612,2019-09-05,3,Anti-Black,NA,Written Intimidation/Simple Assault,N/A,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2019,9,2019-09-01
190042422,2019-09-01,6,Anti-Jewish,Anti-Multi-Racial,Vandalism,N/A,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2019,9,2019-09-01
190041063,2019-08-27,5,Anti-Multi-Racial,NA,Written Intimidation/Simple Assault,N/A,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Known,2019,8,2019-08-01
190040984,2019-08-26,4,Anti-Jewish,NA,Vandalism,Open,NA,Other,NA,NA,NA,NA,NA,NA,Unknown,2019,8,2019-08-01
190039589,2019-08-19,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,N/A,2,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2019,8,2019-08-01
190038334,2019-08-11,6,Anti-Black,NA,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),NA,NA,NA,NA,NA,NA,Known,2019,8,2019-08-01
190038139,2019-08-10,2,Anti-Homosexual,NA,Vandalism,Open,2,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2019,8,2019-08-01
190037812,2019-08-08,5,Anti-White,NA,Assault (simple),Closed-Admin,1,Individual(s),1,NA,1,NA,NA,NA,Known,2019,8,2019-08-01
190037127,2019-08-04,4,Anti-Black,NA,Vandalism,Closed-Admin,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2019,8,2019-08-01
190036323,2019-07-31,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2019,7,2019-07-01
190035257,2019-07-24,4,Anti-Jewish,NA,Vandalism,N/A,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2019,7,2019-07-01
190034718,2019-07-21,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),1,NA,NA,NA,1,NA,Known,2019,7,2019-07-01
190033954,2019-07-17,4,Anti-Black,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Known,2019,7,2019-07-01
190033899,2019-07-17,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,N/A,2,Individual(s),1,NA,NA,NA,NA,1,Known,2019,7,2019-07-01
