"ID","Incident Date","District","Bias Code","Bias Code_2","Bias","Status","# of Victims","Victim Type","# of Suspects","# Suspects < 18 of age","# Suspects 18-35 of age","# Suspects 36-45 of age","# Suspects 46-55 of age","# Suspects > 55 of age","Suspect Known/Unknown"
"240007628","02/29/2024","GCPD","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Closed-Admin",,"School/College","2","2",,,,,"Known"
"240010679","02/29/2024","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240010542","02/29/2024","4D","Anti-Jewish",,"Vandalism","Open",,"Religious Organization","2",,,,,,"Unknown"
"240010515","02/28/2024","4D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240009581","02/27/2024","4D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240009539","02/27/2024","1D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"240009395","02/26/2024","2D","Anti-Black",,"Assault (simple)","Open","1","Individual(s)","1","1",,,,,"Known"
"240009497","02/26/2024","2D","Anti-Islamic",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240008851","02/23/2024","5D","Anti-Asian",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240008854","02/23/2024","5D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","2","Individual(s)","2","2",,,,,"Known"
"240009282","02/23/2024","4D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240008907","02/23/2024","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240008532","02/21/2024","4D","Anti-Male Homosexual",,"Other","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240008521","02/21/2024","1D","Anti-Jewish",,"Vandalism","Open",,"Society",,,,,,,"Unknown"
"240008512","02/21/2024","3D","Anti-Black","Anti-Hispanic","Verbal Intimidation/Simple Assault","Closed-Admin","2","Individual(s)","2","2",,,,,"Known"
"240008500","02/20/2024","5D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"240008366","02/20/2024","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,,,"Unknown"
"240008371","02/20/2024","4D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240008695","02/20/2024","5D","Anti-Black",,"Social Media","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240008189","02/19/2024","4D","Anti-Jewish",,"Vandalism","Closed-Admin",,"Society","3","2","1",,,,"Known"
"240008140","02/19/2024","4D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Open","2","Individual(s)","1",,,,,,"Unknown"
"240007686","02/16/2024","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240008470","02/16/2024","2D","Anti-Jewish",,"Written Intimidation/Simple Assault","Closed-Admin",,"Religious Organization",,,,,,,"Unknown"
"240007726","02/16/2024","1D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"240007487","02/15/2024","6D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240007467","02/15/2024","GCPD","Anti-Asian",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240007629","02/15/2024","4D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"240007572","02/15/2024","1D","Anti-Hispanic",,"Verbal Intimidation/Simple Assault","Closed-Arrest","1","Individual(s)","1",,"1",,,,"Known"
"240007463","02/15/2024","2D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240007473","02/14/2024","2D","Anti-Jewish",,"Vandalism","Open",,"Business/Financial Institution","1",,,,,,"Unknown"
"240007475","02/13/2024","2D","Anti-Asian",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","2","2",,,,,"Unknown"
"240007173","02/13/2024","5D","Anti-Jewish",,"Other","Closed-Admin",,"School/College",,,,,,,"Unknown"
"240007172","02/13/2024","5D","Anti-Multi-Racial",,"Verbal Intimidation/Simple Assault","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240006675","02/10/2024","3D","Anti-Other Christian",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)",,,,,,,"Unknown"
"240010903","02/10/2024","1D","Anti-Jewish","Anti-Black","Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,,,"Unknown"
"240006828","02/10/2024","1D","Anti-Jewish",,"Other","Open","2","Individual(s)",,,,,,,"Unknown"
"240006721","02/10/2024","4D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Closed-Arrest","1","Individual(s)","1",,,,"1",,"Known"
"240006483","02/09/2024","3D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240006827","02/09/2024","4D","Anti-Jewish",,"Vandalism","Open","1","Individual(s)",,,,,,,"Unknown"
"240006305","02/08/2024","GCPD","Anti-Black","Anti-Hispanic","Verbal Intimidation/Simple Assault","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240006306","02/08/2024","6D","Anti-Black",,"Vandalism","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240006513","02/07/2024","5D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240009382","02/07/2024","2D","Anti-Jewish",,"Written Intimidation/Simple Assault","Open",,"School/College",,,,,,,"Unknown"
"240006499","02/07/2024","4D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin",,"School/College","2","2",,,,,"Known"
"240005972","02/06/2024","RCPD","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240006079","02/06/2024","4D","Anti-Jewish",,"Other","Open","1","Individual(s)",,,,,,,"Unknown"
"240006106","02/06/2024","4D","Anti-Jewish",,"Social Media","Closed-Admin","1","Individual(s)",,,,,,,"Unknown"
"240005960","02/06/2024","3D","Anti-Hispanic",,"Verbal Intimidation/Simple Assault","Closed-Admin",,"Business/Financial Institution","1",,,,,"1","Known"
"240005919","02/06/2024","5D","Anti-Female Homosexual",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"240005791","02/05/2024","2D","Anti-Asian",,"Verbal Intimidation/Simple Assault","N/A","1","Individual(s)","1","1",,,,,"Known"
"240005840","02/05/2024","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","3","Individual(s)","1","1",,,,,"Known"
"240005680","02/03/2024","2D","Anti-Black",,"Assault (simple)","Open","1","Individual(s)","1","1",,,,,"Known"
"240005376","02/02/2024","5D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","2","Individual(s)","1","1",,,,,"Known"
"240005351","02/02/2024","5D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240005309","02/02/2024","3D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"240005209","02/01/2024","RCPD","Anti-Homosexual",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"240005155","02/01/2024","GCPD","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240005049","01/31/2024","4D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","UNF","1","Individual(s)","1",,,,,,"Unknown"
"240004998","01/31/2024","1D","Anti-Jewish",,"Social Media","N/A","1","Individual(s)",,,,,,,"Unknown"
"240005133","01/28/2024","1D","Anti-Other Christian",,"Vandalism","Open",,"Religious Organization",,,,,,,"Unknown"
"240004102","01/26/2024","1D","Anti-White",,"Verbal Intimidation/Simple Assault","Open",,"Business/Financial Institution","1",,,,,,"Unknown"
"240005148","01/26/2024","2D","Anti-Asian","Anti-Jewish","Verbal Intimidation/Simple Assault","Closed-Admin","2","Individual(s)","2","2",,,,,"Known"
"240003934","01/26/2024","5D","Anti-Jewish",,"Other","Closed-Admin",,"School/College","1",,"1",,,,"Known"
"240004118","01/25/2024","1D","Anti-Jewish",,"Other","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240003874","01/25/2024","6D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","2","2",,,,,"Known"
"240003888","01/25/2024","GCPD","Anti-Black",,"Vandalism","Closed-Admin",,"School/College","3",,,,,,"Unknown"
"240004064","01/25/2024","4D","Anti-Black",,"Other","Closed-Admin","1","Individual(s)",,,,,,,"Unknown"
"240004056","01/25/2024","5D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Exception","2","Individual(s)","1","1",,,,,"Known"
"240003634","01/23/2024","2D","Anti-Jewish",,"Social Media","Open","1","Individual(s)",,,,,,,"Unknown"
"240004091","01/22/2024","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1",,,,,,"Known"
"240004096","01/21/2024","2D","Anti-Jewish",,"Written Intimidation/Simple Assault","Open",,"Religious Organization",,,,,,,"Unknown"
"240003135","01/19/2024","4D","Anti-Jewish",,"Vandalism","Closed-Arrest",,"Religious Organization","2",,"1",,,,"Unknown"
"240002850","01/18/2024","GCPD","Anti-Black",,"Social Media","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240004155","01/18/2024","3D","Anti-Black",,"Other","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240002670","01/17/2024","GCPD","Anti-Male Homosexual",,"Written Intimidation/Simple Assault","Inactive","1","Individual(s)",,,,,,,"Unknown"
"230067360","01/17/2024","5D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"240002400","01/15/2024","3D","Anti-Asian",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"240001890","01/12/2024","2D","Anti-Jewish",,"Written Intimidation/Simple Assault","Open",,"Religious Organization",,,,,,,"Unknown"
"240001776","01/11/2024","3D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240001702","01/11/2024","GCPD","Anti-Jewish",,"Other","Closed-Admin",,"School/College","2","2",,,,,"Known"
"240001707","01/11/2024","5D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"240001872","01/10/2024","4D","Anti-Jewish",,"Other","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240001489","01/10/2024","2D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Open",,"School/College","1",,"1",,,,"Known"
"240001318","01/09/2024","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin",,"School/College","1","1",,,,,"Known"
"240001558","01/08/2024","5D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"240000833","01/05/2024","5D","Anti-White",,"Verbal Intimidation/Simple Assault","Closed-Arrest","1","Individual(s)","1",,,"1",,,"Known"
"240002793","01/04/2024","4D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","2","2",,,,,"Known"
"240000655","01/04/2024","1D","Anti-Jewish",,"Social Media","Open","1","Individual(s)",,,,,,,"Unknown"
"240006821","01/03/2024","4D","Anti-Jewish",,"Social Media","Closed-Admin",,"School/College",,,,,,,"Unknown"
"240000394","01/03/2024","2D","Anti-Jewish",,"Vandalism","Open",,"Society",,,,,,,"Unknown"
"240000567","01/03/2024","5D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"230073109","12/22/2023","5D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230072903","12/21/2023","1D","Anti-Female Homosexual",,"Verbal Intimidation/Simple Assault","Closed-Arrest","1","Individual(s)","1","1",,,,,"Known"
"230072761","12/20/2023","5D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"230072521","12/19/2023","2D","Anti-Jewish",,"Vandalism-Motor Vehicle","Open","1","Individual(s)",,,,,,,"Unknown"
"230072562","12/19/2023","4D","Anti-Jewish",,"Other","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230072575","12/19/2023","2D","Anti-Jewish",,"Vandalism","Open",,"Business/Financial Institution",,,,,,,"Unknown"
"230072376","12/18/2023","GCPD","Anti-Jewish",,"Other","RTOJ","1","Individual(s)","1","1",,,,,"Known"
"230072181","12/17/2023","1D","Anti-Jewish",,"Written Intimidation/Simple Assault","Open",,"Religious Organization",,,,,,,"Unknown"
"230072220","12/17/2023","6D","Anti-Islamic",,"Vandalism-Motor Vehicle","Open","1","Individual(s)","1",,,,,,"Unknown"
"230072162","12/17/2023","2D","Anti-Jewish",,"Vandalism","Inactive",,"Religious Organization",,,,,,,"Unknown"
"230072210","12/15/2023","4D","Anti-Jewish",,"Vandalism","Open",,"Business/Financial Institution",,,,,,,"Unknown"
"230071913","12/15/2023","3D","Anti-Jewish",,"Other","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230072384","12/15/2023","5D","Anti-Gender Non-Conforming",,"Physical Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230071767","12/14/2023","2D","Anti-Jewish",,"Other","N/A",,"Society",,,,,,,"Unknown"
"230071794","12/14/2023","2D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,"1",,,"Known"
"230071555","12/13/2023","GCPD","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,"1",,"Known"
"230071728","12/12/2023","4D","Anti-Black",,"Other","Closed-Admin",,"School/College",,,,,,,"Unknown"
"230071120","12/11/2023","GCPD","Anti-Hispanic",,"Verbal Intimidation/Simple Assault","Open",,"Business/Financial Institution","1",,,,,,"Unknown"
"230071438","12/11/2023","1D","Anti-Black","Anti-Asian","Other","Closed-Admin",,"School/College",,,,,,,"Unknown"
"230071509","12/11/2023","4D","Anti-Jewish",,"Vandalism","Open",,"Business/Financial Institution",,,,,,,"Unknown"
"230071088","12/11/2023","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin",,"School/College","1","1",,,,,"Known"
"230071132","12/11/2023","2D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"230070758","12/09/2023","3D","Anti-Homosexual",,"Other","RTOJ","1","Individual(s)",,,,,,,"Unknown"
"230070609","12/08/2023","4D","Anti-Jewish","Anti-Black","Verbal Intimidation/Simple Assault","Closed-Admin","2","Individual(s)","1","1",,,,,"Known"
"230071044","12/08/2023","2D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"230070444","12/07/2023","4D","Anti-Jewish",,"Vandalism","Open",,"Religious Organization","1",,,,,,"Unknown"
"230071665","12/07/2023","6D","Anti-Black",,"Vandalism","Open",,"School/College","1","1",,,,,"Known"
"230070341","12/07/2023","6D","Anti-Black",,"Vandalism","Closed-Admin",,"School/College","1","1",,,,,"Known"
"230070223","12/06/2023","1D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230070356","12/05/2023","1D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"230069978","12/05/2023","1D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230069246","12/05/2023","1D","Anti-Islamic",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","2",,,,,,"Known"
"230069955","12/04/2023","2D","Anti-Black",,"Vandalism","Closed-Admin",,"School/College","1","1",,,,,"Known"
"230069965","12/04/2023","5D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230069859","12/04/2023","2D","Anti-Jewish",,"Social Media","Open",,"School/College","1",,,,,,"Known"
"230069794","12/04/2023","4D","Anti-Jewish",,"Other","Closed-Admin",,"School/College","1","1",,,,,"Known"
"230070052","12/04/2023","4D","Anti-Jewish",,"Vandalism","Open","2","Individual(s)",,,,,,,"Unknown"
"230069544","12/02/2023","3D","Anti-Hispanic",,"Assault (physical)","Open","2","Individual(s)","1",,"1",,,,"Known"
"230069298","12/01/2023","3D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230069270","11/30/2023","2D","Anti-Male Homosexual",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)",,,,,,,"Unknown"
"230069756","11/30/2023","1D","Anti-Black",,"Other","Closed-Admin","1","Individual(s)","2","2",,,,,"Known"
"230069670","11/30/2023","4D","Anti-Jewish",,"Vandalism","Open","1","Individual(s)",,,,,,,"Unknown"
"230069133","11/30/2023","GCPD","Anti-Jewish","Anti-Black","Written Intimidation/Simple Assault","Closed-Admin",,"School/College","2","2",,,,,"Known"
"230068855","11/29/2023","1D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,,,"Unknown"
"230068189","11/25/2023","2D","Anti-Other Christian",,"Vandalism","Open",,"Religious Organization",,,,,,,"Unknown"
"230068865","11/22/2023","5D","Anti-Black",,"Vandalism","Open",,"School/College","2","2",,,,,"Known"
"230067715","11/21/2023","4D","Anti-Black",,"Social Media","Closed-Admin",,"Government","1",,"1",,,,"Known"
"230067858","11/21/2023","1D","Anti-Jewish",,"Social Media","Open","1","Individual(s)","1","1",,,,,"Known"
"230067580","11/21/2023","6D","Anti-Hispanic","Anti-Homosexual","Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"230067362","11/20/2023","1D","Anti-Islamic",,"Written Intimidation/Simple Assault","N/A","1","Individual(s)",,,,,,,"Unknown"
"230067569","11/18/2023","5D","Anti-Jewish",,"Vandalism","Inactive",,"Business/Financial Institution",,,,,,,"Unknown"
"230067221","11/18/2023","RCPD","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Open",,"Business/Financial Institution","1",,,,,,"Unknown"
"240005771","11/17/2023","4D","Anti-Jewish",,"Social Media","Open",,"Society","3","3",,,,,"Known"
"230066888","11/17/2023","RCPD","Anti-Black","Anti-Jewish","Verbal Intimidation/Simple Assault","Open",,"Government","1",,,,,,"Unknown"
"230067335","11/17/2023","4D","Anti-Islamic",,"Vandalism","Open","1","Individual(s)",,,,,,,"Unknown"
"230066893","11/16/2023","4D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230066862","11/16/2023","4D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230066678","11/16/2023","4D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","2","Individual(s)","1","1",,,,,"Known"
"230067625","11/16/2023","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin",,"School/College","1","1",,,,,"Known"
"230067892","11/15/2023","2D","Anti-Jewish",,"Vandalism","Open","1","Individual(s)",,,,,,,"Unknown"
"230066951","11/15/2023","1D","Anti-Black","Anti-Jewish","Written Intimidation/Simple Assault","Open",,"School/College","3","3",,,,,"Unknown"
"230066474","11/15/2023","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,"1",,,"Known"
"230066467","11/15/2023","2D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230066453","11/15/2023","3D","Anti-Jewish",,"Other","Closed-Admin",,"School/College","1","1",,,,,"Known"
